,ID,PERFORMANCE_INDEX,EMISSIONS_CO2,URBAN_CONSUMPTION,DISPLACEMENT,CAPACITY,PISTON_COUNT,BLENDED_CONSUMPTION,GEARBOX_TYPE,OUTPUT,BODY_STYLE,EFFICIENCY_RATIO,YEARS_IN_SERVICE,MILEAGE,HIGHWAY_USAGE,ENERGY_SOURCE,EFFICIENCY_RATING
178,183,69.77369893,388.0,25.3,5.1,7.0,8.0,21.0,Automatic,228.0,SUV - STANDARD,1.29,10.0,24.0,18.3,Petrol,15.0
179,184,87.80687222,198.0,9.0,2.2,5.0,4.0,6.1,Automatic,85.0,COMPACT,1.38,10.0,18.0,7.8,Gas,41.0
180,185,97.38282967,281.0,19.0,3.1,5.0,4.0,10.3,Automatic,115.0,SUV - SMALL,1.34,10.0,21.0,9.0,Petrol,29.0
181,186,178.8790636,308.0,10.4,1.5,14.0,4.0,8.1,Automatic,78.0,COMPACT,1.25,10.0,17.0,6.2,Gas,31.0
182,187,78.21104939,297.0,11.2,5.5,4.0,8.0,13.4,Automatic,274.0,SUV - STANDARD,1.56,10.0,19.0,11.1,Gas,19.0
183,188,143.8747875,211.0,9.0,1.9,17.0,4.0,10.4,Automatic,99.0,PICKUP TRUCK - STANDARD,1.23,10.0,19.0,7.9,Petrol,28.0
184,189,77.84693318,307.0,11.1,3.4,5.0,6.0,10.9,Automatic,171.0,FULL-SIZE,1.4,10.0,19.0,9.4,Gas,16.0
185,190,98.78847447,283.0,21.8,2.4,5.0,6.0,12.1,Automatic,167.0,SUBCOMPACT,1.3,10.0,18.0,9.0,Gas,31.0
186,191,80.8100283,265.0,13.2,2.7,5.0,6.0,8.7,Automatic,157.0,FULL-SIZE,1.64,10.0,20.0,9.3,Petrol,18.0
187,192,65.23572977,298.0,30.2,6.0,16.0,8.0,25.8,Automatic,378.0,VAN - PASSENGER,1.6,10.0,20.0,12.3,Petrol,12.0
188,193,93.88516175,182.0,21.2,2.5,5.0,4.0,8.5,Automatic,111.0,MID-SIZE,1.5,10.0,21.0,9.8,Petrol,23.0
189,194,63.65947736,280.0,18.2,5.3,7.0,6.0,13.0,Automatic,252.0,SUV - SMALL,1.49,10.0,19.0,10.0,Gas,20.0
190,195,60.85396101,270.0,15.3,3.7,5.0,6.0,11.7,Automatic,296.0,FULL-SIZE,1.43,10.0,16.0,8.5,Gas,24.0
191,196,102.4634097,278.0,13.2,5.8,3.0,6.0,11.7,Manual,103.0,TWO-SEATER,1.5,10.0,20.0,8.9,Gas,21.0
192,197,120.8297768,161.0,6.9,1.6,5.0,4.0,7.9,Automatic,99.0,STATION WAGON - MID-SIZE,1.37,10.0,16.0,5.9,Petrol,42.0
193,198,91.81399805,310.0,10.2,3.4,5.0,6.0,11.1,Automatic,179.0,FULL-SIZE,1.51,10.0,19.0,8.6,Petrol,33.0
194,199,67.45155428,281.0,8.7,3.3,7.0,6.0,12.0,Automatic,145.0,SUV - STANDARD,1.55,10.0,17.0,11.5,Gas,21.0
195,200,62.8046393,265.0,8.7,3.4,5.0,6.0,7.7,Automatic,158.0,MID-SIZE,1.54,10.0,16.0,12.5,Gas,30.0
196,201,78.57245523,356.0,13.8,4.4,2.0,8.0,10.7,Manual,156.0,TWO-SEATER,1.42,10.0,17.0,11.8,Gas,23.0
197,202,65.97869188,294.0,15.8,3.9,5.0,6.0,12.7,Automatic,167.0,COMPACT,1.4,10.0,19.0,13.9,Gas,20.0
198,203,73.61716474,273.0,17.3,3.5,7.0,6.0,19.7,Automatic,181.0,SUV - STANDARD,1.21,10.0,19.0,10.3,Petrol,21.0
199,204,119.1593912,214.0,9.4,3.1,15.0,4.0,10.8,Automatic,89.0,SUV - SMALL,1.23,10.0,18.0,11.0,Gas,32.0
200,205,94.01055451,299.0,13.8,3.7,7.0,10.0,19.7,Automatic,322.0,SUV - STANDARD,1.15,10.0,23.0,17.7,Petrol,19.0
201,206,62.09391435,251.0,14.3,2.3,14.0,4.0,12.1,Automatic,109.0,MID-SIZE,1.42,10.0,18.0,11.5,Petrol,31.0
202,207,105.6601846,271.0,10.3,5.6,5.0,11.0,11.7,Automatic,166.0,COMPACT,1.4,10.0,17.0,10.4,Petrol,22.0
203,208,162.3575741,274.0,8.6,1.1,13.0,4.0,9.0,Automatic,95.0,SUV - SMALL,1.46,10.0,20.0,5.4,Petrol,53.0
204,209,67.7985703,321.0,14.9,5.3,5.0,4.0,15.6,Automatic,252.0,PICKUP TRUCK - STANDARD,1.3,10.0,22.0,13.9,Petrol,31.0
205,210,111.8749162,269.0,10.8,2.9,4.0,4.0,7.8,Automatic,85.0,MINICOMPACT,1.28,10.0,18.0,6.4,Gas,28.0
206,211,65.45083622,198.0,8.7,3.4,5.0,6.0,7.9,Automatic,152.0,COMPACT,1.28,10.0,17.0,10.0,Petrol,27.0
207,212,55.33976045,296.0,18.0,5.8,5.0,10.0,18.4,Automatic,295.0,MID-SIZE,1.67,10.0,20.0,10.8,Petrol,11.0
208,213,63.18493922,227.0,9.5,3.5,5.0,6.0,8.2,Automatic,135.0,PICKUP TRUCK - STANDARD,1.26,10.0,20.0,9.1,Petrol,25.0
209,214,68.23663442,281.0,9.6,1.8,4.0,4.0,9.8,Manual,83.0,TWO-SEATER,1.38,10.0,18.0,8.4,Gas,29.0
210,215,94.24696967,203.0,16.3,2.4,5.0,4.0,12.9,Automatic,75.0,MID-SIZE,1.39,10.0,18.0,8.5,Petrol,24.0
211,216,59.75725655,311.0,18.5,3.4,5.0,6.0,8.8,Automatic,151.0,MID-SIZE,1.58,10.0,17.0,9.1,Gas,20.0
212,217,109.7019887,248.0,14.1,2.9,15.0,6.0,7.7,Automatic,89.0,SPECIAL PURPOSE VEHICLE,1.17,10.0,20.0,11.6,Petrol,21.0
213,219,75.4367839,243.0,8.5,1.0,5.0,4.0,7.3,Automatic,90.0,COMPACT,1.46,10.0,16.0,8.0,Petrol,30.0
214,220,83.92350024,183.0,9.3,1.5,16.0,4.0,8.9,Manual,91.0,STATION WAGON - MID-SIZE,1.31,10.0,17.0,7.3,Petrol,38.0
215,221,60.61485318,323.0,18.8,3.7,7.0,6.0,12.6,Automatic,163.0,SUV - STANDARD,1.39,10.0,17.0,10.8,Petrol,21.0
216,222,81.47524629,199.0,9.9,2.9,8.0,6.0,8.1,Automatic,90.0,SUV - STANDARD,1.33,10.0,16.0,11.9,Petrol,23.0
217,223,101.4751413,256.0,9.4,2.9,5.0,5.0,11.4,Automatic,102.0,MID-SIZE,1.5,10.0,19.0,7.9,Gas,30.0
218,224,91.16579415,212.0,21.1,5.5,5.0,8.0,9.4,Automatic,246.0,MID-SIZE,1.58,10.0,16.0,6.2,Diesel,27.0
219,225,61.31243138,274.0,10.9,3.5,5.0,8.0,9.7,Automatic,189.0,PICKUP TRUCK - STANDARD,1.38,10.0,24.0,16.3,Petrol,19.0
220,226,62.07707173,235.0,13.2,4.0,4.0,8.0,9.0,Automatic,153.0,SUBCOMPACT,1.38,10.0,18.0,9.2,Gas,26.0
221,227,92.94982261,243.0,12.0,2.1,5.0,4.0,7.8,Automatic,109.0,COMPACT,1.5,10.0,16.0,8.9,Petrol,36.0
222,228,95.52121234,296.0,8.4,2.8,4.0,4.0,7.2,Automatic,88.0,SUBCOMPACT,1.3,10.0,18.0,9.9,Gas,28.0
223,229,100.7144626,363.0,27.1,6.4,14.0,8.0,25.7,Automatic,378.0,VAN - PASSENGER,1.52,10.0,26.0,20.5,Petrol,11.0
224,230,109.2002834,251.0,10.0,3.2,14.0,6.0,10.8,Automatic,157.0,SUV - SMALL,1.37,10.0,21.0,8.9,Petrol,21.0
225,231,112.8002772,205.0,9.2,1.5,4.0,4.0,9.5,Automatic,75.0,STATION WAGON - SMALL,0.92,10.0,21.0,9.8,Petrol,56.0
226,232,58.46488856,208.0,5.4,1.6,5.0,4.0,9.2,Automatic,96.0,MID-SIZE,1.47,10.0,18.0,6.9,Diesel,57.0
227,233,50.47301763,236.0,13.2,1.3,14.0,4.0,10.8,Manual,106.0,COMPACT,1.69,10.0,17.0,8.0,Gas,33.0
228,234,101.0196319,273.0,18.1,4.6,2.0,8.0,16.7,Automatic,208.0,STATION WAGON - SMALL,1.52,10.0,26.0,13.5,Gas,23.0
229,235,75.81833023,281.0,14.6,3.4,13.0,6.0,13.0,Automatic,164.0,SPECIAL PURPOSE VEHICLE,1.48,10.0,17.0,7.8,Petrol,14.0
230,236,68.52776518,299.0,17.0,3.1,5.0,8.0,18.7,Automatic,374.0,COMPACT,1.47,10.0,21.0,12.7,Petrol,15.0
231,237,72.26589626,402.0,22.0,5.0,15.0,8.0,25.3,Automatic,301.0,VAN - CARGO,1.55,10.0,25.0,13.4,Petrol,15.0
232,238,55.78724289,304.0,17.5,3.6,7.0,6.0,11.5,Automatic,167.0,SUV - STANDARD,1.4,10.0,21.0,13.1,Petrol,19.0
233,239,62.91043885,304.0,14.9,5.7,5.0,8.0,16.7,Automatic,270.0,FULL-SIZE,1.36,10.0,18.0,12.3,Petrol,21.0
234,240,73.89176523,199.0,5.8,2.0,5.0,4.0,8.6,Automatic,85.0,COMPACT,1.43,10.0,17.0,5.3,Gas,60.0
235,241,56.32979593,335.0,20.0,6.0,2.0,8.0,16.6,Automatic,296.0,VAN - PASSENGER,1.5,10.0,23.0,14.7,Petrol,17.0
236,242,68.48962168,327.0,19.7,5.9,5.0,6.0,14.5,Automatic,303.0,SUV - SMALL,1.64,10.0,24.0,14.8,Gas,22.0
237,243,54.27579056,189.0,10.7,2.8,7.0,6.0,12.8,Automatic,162.0,SUV - STANDARD,1.46,10.0,19.0,13.6,Petrol,31.0
238,244,64.60792684,251.0,12.0,3.3,4.0,6.0,10.7,Automatic,153.0,MINICOMPACT,1.32,10.0,17.0,9.0,Gas,21.0
239,245,80.49283006,224.0,8.0,1.1,5.0,4.0,5.6,Automatic,61.0,COMPACT,1.39,10.0,16.0,8.0,Gas,44.0
240,246,65.76893584,277.0,9.7,3.5,7.0,6.0,12.1,Automatic,150.0,PICKUP TRUCK - STANDARD,1.35,10.0,19.0,8.5,Petrol,25.0
241,247,96.14128443,200.0,14.0,3.5,4.0,6.0,10.4,Automatic,156.0,SUBCOMPACT,1.31,10.0,16.0,9.3,Petrol,34.0
242,248,52.60196138,177.0,9.9,3.5,5.0,6.0,8.8,Automatic,96.0,MINIVAN,1.34,10.0,21.0,10.8,Gas,25.0
243,249,111.4962608,192.0,10.2,2.5,5.0,4.0,7.7,Automatic,93.0,COMPACT,1.22,10.0,19.0,4.9,Gas,33.0
244,250,69.47250583,207.0,13.2,2.4,14.0,4.0,11.5,Manual,81.0,MINICOMPACT,1.4,10.0,19.0,6.5,Petrol,37.0
245,251,58.75896001,284.0,21.0,3.6,13.0,6.0,14.3,Automatic,168.0,FULL-SIZE,1.45,10.0,21.0,13.9,Petrol,25.0
246,252,94.4550293,180.0,7.6,1.8,5.0,4.0,6.4,Manual,89.0,SUV - SMALL,1.24,10.0,21.0,10.7,Petrol,26.0
247,253,82.15724961,173.0,6.4,1.6,15.0,4.0,9.4,Automatic,86.0,MID-SIZE,1.42,10.0,16.0,5.7,Petrol,60.0
248,254,53.26518748,227.0,19.4,2.1,5.0,6.0,11.6,Automatic,172.0,MID-SIZE,1.52,10.0,19.0,10.3,Petrol,27.0
249,255,57.16707366,260.0,21.1,2.0,5.0,6.0,10.1,Automatic,164.0,MID-SIZE,1.47,10.0,18.0,8.7,Petrol,28.0
250,256,98.23220063,292.0,15.0,2.1,4.0,4.0,8.0,Automatic,90.0,MID-SIZE,1.41,10.0,16.0,8.5,Gas,25.0
251,257,88.27516886,189.0,7.3,1.8,5.0,4.0,4.8,Automatic,87.0,COMPACT,1.38,10.0,11.0,5.4,Petrol,50.0
252,258,75.63586404,172.0,7.8,1.7,5.0,4.0,10.4,Automatic,101.0,COMPACT,1.31,10.0,16.0,5.6,Petrol,39.0
253,259,72.52790794,416.0,23.1,5.9,14.0,8.0,25.8,Automatic,335.0,VAN - CARGO,1.62,10.0,22.0,13.5,Petrol,11.0
254,260,85.72750685,298.0,22.9,4.8,5.0,8.0,22.3,Automatic,320.0,SUV - SMALL,1.39,10.0,21.0,16.7,Petrol,13.0
255,261,55.660884,333.0,23.9,5.6,5.0,8.0,23.1,Automatic,328.0,MID-SIZE,1.45,10.0,19.0,13.6,Gas,16.0
256,263,119.6782466,273.0,16.8,1.8,2.0,4.0,9.0,Manual,113.0,TWO-SEATER,1.56,10.0,16.0,6.8,Gas,39.0
257,264,69.94270541,273.0,11.7,3.6,11.0,6.0,15.8,Automatic,162.0,MID-SIZE,0.96,10.0,21.0,13.0,Petrol,23.0
258,265,76.03010364,275.0,11.3,3.2,5.0,4.0,14.0,Automatic,109.0,COMPACT,1.51,10.0,17.0,10.3,Gas,31.0
259,266,62.06081328,419.0,17.3,6.2,5.0,8.0,23.6,Automatic,294.0,MID-SIZE,1.44,10.0,25.0,11.3,Gas,31.0
260,267,105.5445735,319.0,11.0,2.3,15.0,4.0,9.8,Automatic,112.0,FULL-SIZE,1.29,10.0,21.0,6.7,Petrol,27.0
261,268,107.2043633,183.0,12.5,2.3,4.0,4.0,9.2,Manual,83.0,MINICOMPACT,1.53,10.0,25.0,5.5,Petrol,50.0
262,269,112.0689643,234.0,13.1,2.5,5.0,6.0,15.5,Automatic,169.0,MID-SIZE,1.47,10.0,19.0,9.4,Gas,22.0
263,270,59.77387895,348.0,22.3,5.4,5.0,8.0,18.2,Automatic,344.0,FULL-SIZE,1.66,10.0,23.0,20.5,Gas,14.0
264,271,56.50438109,426.0,23.3,4.7,3.0,8.0,19.8,Automatic,351.0,VAN - CARGO,1.51,10.0,27.0,18.4,Petrol,13.0
265,272,76.48277456,307.0,11.4,3.7,7.0,6.0,14.7,Automatic,162.0,SUV - STANDARD,1.48,10.0,18.0,8.9,Gas,19.0
266,273,71.94652365,185.0,6.2,1.3,16.0,4.0,7.5,Manual,66.0,STATION WAGON - SMALL,1.43,10.0,17.0,6.4,Petrol,39.0
267,274,75.31236361,335.0,25.9,4.3,14.0,8.0,21.4,Automatic,274.0,SUBCOMPACT,1.54,10.0,16.0,13.2,Gas,14.0
268,275,64.4059373,233.0,8.6,1.6,4.0,6.0,10.2,Automatic,165.0,MINICOMPACT,1.27,10.0,17.0,9.1,Gas,33.0
269,276,96.72798572,320.0,14.4,4.9,7.0,12.0,13.7,Automatic,238.0,VAN - CARGO,1.51,10.0,23.0,14.6,Petrol,20.0
270,277,67.18516424,279.0,14.6,3.2,5.0,6.0,10.9,Automatic,156.0,SUV - STANDARD,1.35,10.0,19.0,12.8,Petrol,27.0
271,278,63.63255535,380.0,25.4,3.6,14.0,8.0,17.9,Automatic,378.0,VAN - PASSENGER,1.26,10.0,24.0,13.4,Petrol,16.0
272,279,59.56301118,310.0,11.3,4.6,5.0,8.0,12.1,Automatic,205.0,MID-SIZE,1.5,10.0,17.0,8.2,Gas,22.0
273,280,102.5398802,351.0,20.7,4.6,5.0,8.0,11.0,Automatic,226.0,MID-SIZE,1.48,10.0,16.0,10.9,Gas,18.0
274,281,70.04924955,213.0,10.6,1.7,7.0,6.0,12.6,Automatic,170.0,SUV - SMALL,1.36,10.0,17.0,9.2,Gas,29.0
275,282,63.09073071,304.0,15.7,4.4,5.0,8.0,11.8,Automatic,249.0,COMPACT,1.63,10.0,19.0,8.3,Gas,18.0
276,283,98.20061013,245.0,12.1,2.0,2.0,4.0,9.9,Automatic,80.0,SUV - SMALL,1.34,10.0,22.0,8.1,Petrol,29.0
277,284,78.66320464,323.0,12.7,2.7,5.0,4.0,8.9,Manual,94.0,SUV - SMALL,1.42,10.0,17.0,5.3,Petrol,19.0
278,285,76.14639213,263.0,10.7,3.4,2.0,6.0,8.7,Automatic,159.0,TWO-SEATER,1.56,10.0,17.0,9.9,Gas,23.0
279,286,72.4249242,233.0,21.4,3.5,8.0,6.0,12.7,Automatic,144.0,FULL-SIZE,1.61,10.0,19.0,12.9,Petrol,22.0
280,287,94.9619291,244.0,7.7,1.6,5.0,4.0,9.3,Manual,98.0,SUBCOMPACT,1.28,10.0,21.0,5.9,Petrol,37.0
281,288,94.00604062,258.0,10.4,2.1,5.0,4.0,6.2,Manual,96.0,COMPACT,1.45,10.0,20.0,7.9,Petrol,33.0
282,289,171.6334063,169.0,10.6,1.9,4.0,6.0,7.9,Manual,161.0,SUBCOMPACT,1.44,10.0,16.0,7.8,Gas,23.0
283,290,86.55647337,240.0,9.8,1.9,5.0,4.0,6.6,Automatic,103.0,COMPACT,1.25,10.0,18.0,7.9,Petrol,60.0
284,291,63.25523188,200.0,12.1,5.2,5.0,6.0,12.4,Automatic,135.0,PICKUP TRUCK - STANDARD,1.47,10.0,19.0,10.9,Gas,22.0
285,292,68.24417073,253.0,11.5,1.7,7.0,6.0,11.1,Automatic,194.0,SUV - STANDARD,1.33,10.0,18.0,9.4,Gas,22.0
286,293,73.54885728,183.0,12.8,3.6,5.0,4.0,9.7,Automatic,108.0,COMPACT,1.56,10.0,18.0,7.7,Gas,30.0
287,294,71.41460726,243.0,10.4,2.3,2.0,6.0,9.4,Automatic,151.0,TWO-SEATER,1.24,10.0,17.0,9.2,Gas,32.0
288,295,94.93109904,257.0,13.7,2.3,5.0,4.0,12.9,Automatic,114.0,SUV - SMALL,1.26,10.0,18.0,8.5,Petrol,28.0
289,296,92.40092202,218.0,13.1,2.6,5.0,6.0,11.3,Automatic,162.0,PICKUP TRUCK - STANDARD,1.37,10.0,19.0,6.6,Petrol,32.0
290,297,73.97222007,230.0,8.4,2.0,4.0,6.0,11.7,Automatic,147.0,MINICOMPACT,1.43,10.0,19.0,8.8,Gas,25.0
291,298,71.06858834,278.0,10.6,3.4,4.0,6.0,7.4,Automatic,155.0,MINICOMPACT,1.41,10.0,17.0,6.4,Diesel,23.0
292,299,99.05107343,213.0,8.0,2.7,5.0,4.0,8.0,Automatic,101.0,COMPACT,1.48,10.0,18.0,5.4,Petrol,36.0
293,300,78.4848446,200.0,5.0,2.1,13.0,4.0,7.2,Automatic,115.0,COMPACT,1.38,10.0,21.0,5.9,Petrol,40.0
294,301,96.6562021,244.0,11.2,1.6,5.0,4.0,6.8,Manual,87.0,COMPACT,1.59,10.0,15.0,7.9,Gas,33.0
295,302,67.60894703,345.0,14.4,3.9,2.0,8.0,14.5,Automatic,186.0,SUV - STANDARD,1.52,10.0,19.0,13.8,Gas,23.0
296,303,68.93043204,275.0,9.3,2.2,12.0,4.0,11.2,Automatic,111.0,COMPACT,1.36,10.0,19.0,6.7,Petrol,28.0
297,304,100.9067083,222.0,15.7,2.5,13.0,4.0,8.9,Automatic,109.0,SUV - SMALL,1.34,10.0,18.0,6.5,Petrol,50.0
298,305,102.1585039,226.0,6.8,2.3,5.0,4.0,8.3,Manual,83.0,STATION WAGON - SMALL,1.39,10.0,19.0,9.0,Petrol,33.0
299,306,112.9319535,182.0,7.6,1.8,5.0,4.0,6.2,Automatic,86.0,COMPACT,1.33,10.0,16.0,6.2,Petrol,37.0
300,307,116.8489028,269.0,11.0,1.8,5.0,4.0,8.4,Manual,92.0,SUBCOMPACT,1.37,10.0,20.0,7.5,Petrol,26.0
301,308,63.88682968,147.0,8.1,2.2,5.0,4.0,9.1,Automatic,99.0,MID-SIZE,1.64,10.0,18.0,7.3,Gas,33.0
302,309,66.8271272,364.0,21.2,5.6,16.0,11.0,17.7,Automatic,378.0,PICKUP TRUCK - STANDARD,1.08,10.0,20.0,13.2,Petrol,18.0
303,310,68.49637106,256.0,14.1,2.9,4.0,8.0,12.4,Automatic,146.0,MINICOMPACT,1.38,10.0,16.0,8.1,Gas,27.0
304,311,74.94662277,349.0,12.9,3.3,7.0,6.0,20.2,Automatic,378.0,SUV - STANDARD,1.37,10.0,25.0,18.7,Petrol,13.0
305,312,101.1760355,255.0,15.4,3.5,5.0,4.0,10.9,Automatic,112.0,SUV - SMALL,1.37,10.0,21.0,7.7,Petrol,25.0
306,313,62.36101723,214.0,10.8,1.5,4.0,6.0,8.2,Automatic,167.0,SUBCOMPACT,1.3,10.0,18.0,8.3,Gas,30.0
307,314,77.35125701,195.0,8.0,1.9,5.0,4.0,7.2,Manual,71.0,MID-SIZE,1.45,10.0,17.0,7.5,Diesel,34.0
308,315,95.9189671,306.0,8.5,3.4,2.0,6.0,10.0,Manual,159.0,TWO-SEATER,1.5,10.0,16.0,10.9,Gas,27.0
309,316,192.4059144,166.0,5.9,1.6,2.0,4.0,7.5,Manual,96.0,SUBCOMPACT,1.29,10.0,16.0,6.2,Petrol,39.0
310,317,63.23677513,296.0,10.7,3.5,5.0,6.0,10.2,Automatic,180.0,FULL-SIZE,1.63,10.0,19.0,8.4,Gas,18.0
311,318,150.4770338,199.0,11.3,2.3,5.0,4.0,9.9,Automatic,111.0,FULL-SIZE,1.51,10.0,17.0,8.1,Petrol,35.0
312,319,55.41640847,196.0,14.6,1.6,13.0,4.0,6.3,Automatic,86.0,COMPACT,1.47,10.0,16.0,6.5,Petrol,38.0
313,320,91.70439552,211.0,10.8,2.3,5.0,4.0,7.0,Automatic,94.0,MID-SIZE,1.28,10.0,17.0,9.5,Petrol,29.0
314,321,56.94266442,429.0,19.7,4.1,7.0,8.0,21.9,Automatic,289.0,SUBCOMPACT,1.49,10.0,25.0,11.6,Gas,24.0
315,322,64.72234597,204.0,10.3,3.5,7.0,6.0,14.7,Automatic,161.0,FULL-SIZE,1.54,10.0,19.0,9.3,Petrol,24.0
316,323,116.5356252,273.0,12.3,2.5,17.0,6.0,11.0,Automatic,100.0,SUV - SMALL,1.24,10.0,17.0,7.5,Petrol,30.0
317,324,87.91764758,302.0,13.0,3.2,5.0,4.0,10.0,Automatic,182.0,SUV - SMALL,1.25,10.0,22.0,12.7,Petrol,23.0
318,325,52.76117881,149.0,5.2,2.4,5.0,6.0,7.1,Automatic,92.0,MID-SIZE,1.38,10.0,17.0,7.5,Petrol,60.0
319,326,93.98731318,283.0,10.2,5.4,5.0,4.0,9.9,Manual,115.0,COMPACT,1.38,10.0,21.0,8.7,Petrol,30.0
320,327,63.01352192,341.0,30.2,5.5,15.0,8.0,25.7,Automatic,322.0,VAN - CARGO,1.51,10.0,23.0,11.8,Petrol,17.0
321,328,97.82796111,310.0,13.7,3.4,17.0,12.0,12.9,Automatic,270.0,PICKUP TRUCK - STANDARD,1.32,10.0,24.0,13.3,Petrol,18.0
322,329,94.36042417,230.0,11.5,2.9,5.0,6.0,7.4,Automatic,88.0,MID-SIZE,1.37,10.0,17.0,9.3,Diesel,23.0
323,330,74.90621009,210.0,14.2,3.5,5.0,4.0,8.6,Automatic,110.0,MID-SIZE,1.6,10.0,18.0,7.9,Gas,29.0
324,331,76.4542967,394.0,22.9,3.4,7.0,8.0,14.3,Automatic,293.0,VAN - CARGO,1.42,10.0,25.0,10.2,Petrol,14.0
325,332,178.5195193,238.0,10.6,1.5,2.0,4.0,7.8,Manual,116.0,SUBCOMPACT,1.37,10.0,18.0,7.0,Gas,29.0
326,333,107.5628032,248.0,17.2,3.5,5.0,6.0,9.2,Automatic,165.0,COMPACT,1.23,10.0,19.0,10.1,Petrol,22.0
327,334,78.90505416,263.0,10.3,4.8,5.0,8.0,17.4,Automatic,269.0,FULL-SIZE,1.67,10.0,19.0,9.6,Gas,22.0
328,335,66.52763335,212.0,8.7,1.3,5.0,4.0,8.6,Automatic,100.0,MID-SIZE,1.3,10.0,19.0,7.8,Petrol,31.0
329,336,63.93994896,249.0,10.5,3.4,7.0,6.0,7.1,Automatic,164.0,MINICOMPACT,1.23,10.0,17.0,10.2,Gas,27.0
330,337,67.03174868,258.0,11.3,3.6,5.0,4.0,11.4,Automatic,254.0,MID-SIZE,1.61,10.0,19.0,9.1,Gas,28.0
331,338,67.19752273,190.0,6.5,2.8,5.0,6.0,8.2,Automatic,168.0,FULL-SIZE,1.41,10.0,17.0,6.9,Petrol,33.0
332,339,87.49612142,295.0,10.0,2.4,5.0,4.0,9.6,Automatic,112.0,COMPACT,1.5,10.0,17.0,9.8,Gas,20.0
333,340,84.21486823,149.0,7.2,2.1,13.0,4.0,6.8,Automatic,87.0,SUV - SMALL,1.31,10.0,17.0,5.5,Petrol,39.0
334,341,63.64413031,237.0,13.2,3.2,2.0,6.0,11.3,Automatic,135.0,TWO-SEATER,1.36,10.0,17.0,7.4,Gas,32.0
335,342,99.66285529,227.0,12.2,3.7,5.0,6.0,9.4,Automatic,97.0,COMPACT,1.32,10.0,18.0,9.5,Petrol,20.0
336,343,88.59767451,437.0,29.0,6.9,7.0,8.0,23.4,Automatic,344.0,SUV - STANDARD,1.45,10.0,24.0,14.9,Petrol,12.0
337,344,150.1085367,197.0,14.8,1.9,5.0,4.0,12.0,Automatic,94.0,PICKUP TRUCK - STANDARD,1.31,10.0,19.0,9.0,Petrol,26.0
338,345,104.3337492,264.0,10.5,1.9,4.0,4.0,8.9,Manual,74.0,MINICOMPACT,1.37,10.0,20.0,8.5,Petrol,24.0
339,346,74.03335097,288.0,11.1,3.8,5.0,6.0,9.2,Automatic,180.0,MID-SIZE,1.47,10.0,18.0,9.5,Gas,24.0
340,347,85.40461404,275.0,13.6,2.0,4.0,6.0,12.4,Automatic,170.0,FULL-SIZE,1.51,10.0,19.0,10.2,Petrol,24.0
341,348,115.270489,252.0,7.9,2.3,5.0,4.0,9.7,Automatic,99.0,TWO-SEATER,1.39,10.0,17.0,7.6,Gas,39.0
342,349,57.79780495,346.0,19.3,5.0,7.0,8.0,25.2,Automatic,246.0,SUV - STANDARD,1.45,10.0,24.0,13.2,Petrol,19.0
343,350,62.53239895,271.0,10.0,3.4,15.0,6.0,10.3,Automatic,172.0,TWO-SEATER,1.18,10.0,16.0,9.7,Petrol,31.0
344,351,61.64941581,196.0,9.7,2.6,5.0,6.0,11.4,Automatic,144.0,FULL-SIZE,1.71,10.0,19.0,8.4,Gas,30.0
345,352,94.17617497,359.0,16.9,5.2,2.0,8.0,19.2,Automatic,279.0,TWO-SEATER,1.5,10.0,19.0,15.1,Gas,16.0
346,353,93.75456481,172.0,5.4,1.8,5.0,4.0,6.1,Automatic,83.0,MID-SIZE,1.11,10.0,13.0,5.4,Petrol,43.0
347,354,70.51552237,420.0,18.5,4.5,2.0,8.0,15.9,Automatic,201.0,TWO-SEATER,1.41,10.0,21.0,13.1,Gas,15.0
348,355,70.40638862,370.0,21.1,6.4,5.0,8.0,12.9,Automatic,286.0,PICKUP TRUCK - STANDARD,1.37,10.0,19.0,10.8,Gas,17.0
349,356,96.44967396,303.0,11.0,3.2,4.0,6.0,8.1,Automatic,156.0,SUBCOMPACT,1.44,10.0,17.0,7.3,Gas,21.0
350,357,73.92536085,310.0,22.6,5.3,5.0,8.0,14.4,Automatic,199.0,SUV - STANDARD,1.28,10.0,18.0,12.3,Gas,11.0
351,358,105.2730192,223.0,17.6,1.9,4.0,6.0,7.5,Manual,162.0,MID-SIZE,1.67,10.0,17.0,11.8,Gas,24.0
352,359,96.89151673,195.0,8.0,2.2,16.0,4.0,8.9,Manual,82.0,COMPACT,1.31,10.0,18.0,6.3,Petrol,60.0
353,360,101.544629,267.0,10.8,2.1,16.0,4.0,10.9,Manual,83.0,COMPACT,1.24,10.0,22.0,9.5,Petrol,44.0
354,361,69.50051067,197.0,13.2,3.8,11.0,6.0,13.8,Automatic,290.0,PICKUP TRUCK - STANDARD,1.66,10.0,19.0,13.6,Petrol,17.0
355,362,120.6764082,299.0,12.1,2.0,5.0,4.0,8.6,Automatic,112.0,STATION WAGON - SMALL,1.49,10.0,17.0,6.8,Petrol,27.0
356,363,90.94301469,218.0,10.3,1.8,5.0,4.0,8.4,Automatic,112.0,COMPACT,1.34,10.0,21.0,7.9,Gas,31.0
357,364,110.298372,240.0,12.3,2.0,5.0,4.0,8.2,Manual,89.0,COMPACT,1.51,10.0,18.0,7.2,Gas,44.0
