ID,PERFORMANCE_INDEX,EMISSIONS_CO2,URBAN_CONSUMPTION,DISPLACEMENT,CAPACITY,PISTON_COUNT,BLENDED_CONSUMPTION,GEARBOX_TYPE,OUTPUT,BODY_STYLE,EFFICIENCY_RATIO,YEARS_IN_SERVICE,MILEAGE,HIGHWAY_USAGE,ENERGY_SOURCE,EFFICIENCY_RATING
234,101.0196319,273,18.1,4.6,2,8,16.7,Automatic,208,STATION WAGON - SMALL,1.52,10,26,13.5,Gas,23
235,75.81833023,281,14.6,3.4,13,6,13,Automatic,164,SPECIAL PURPOSE VEHICLE,1.48,10,17,7.8,Petrol,14
236,68.52776518,299,17,3.1,5,8,18.7,Automatic,374,COMPACT,1.47,10,21,12.7,Petrol,15
237,72.26589626,402,22,5,15,8,25.3,Automatic,301,VAN - CARGO,1.55,10,25,13.4,Petrol,15
238,55.78724289,304,17.5,3.6,7,6,11.5,Automatic,167,SUV - STANDARD,1.4,10,21,13.1,Petrol,19
239,62.91043885,304,14.9,5.7,5,8,16.7,Automatic,270,FULL-SIZE,1.36,10,18,12.3,Petrol,21
240,73.89176523,199,5.8,2,5,4,8.6,Automatic,85,COMPACT,1.43,10,17,5.3,Gas,60
241,56.32979593,335,20,6,2,8,16.6,Automatic,296,VAN - PASSENGER,1.5,10,23,14.7,Petrol,17
242,68.48962168,327,19.7,5.9,5,6,14.5,Automatic,303,SUV - SMALL,1.64,10,24,14.8,Gas,22
243,54.27579056,189,10.7,2.8,7,6,12.8,Automatic,162,SUV - STANDARD,1.46,10,19,13.6,Petrol,31
244,64.60792684,251,12,3.3,4,6,10.7,Automatic,153,MINICOMPACT,1.32,10,17,9,Gas,21
245,80.49283006,224,8,1.1,5,4,5.6,Automatic,61,COMPACT,1.39,10,16,8,Gas,44
246,65.76893584,277,9.7,3.5,7,6,12.1,Automatic,150,PICKUP TRUCK - STANDARD,1.35,10,19,8.5,Petrol,25
247,96.14128443,200,14,3.5,4,6,10.4,Automatic,156,SUBCOMPACT,1.31,10,16,9.3,Petrol,34
248,52.60196138,177,9.9,3.5,5,6,8.8,Automatic,96,MINIVAN,1.34,10,21,10.8,Gas,25
249,111.4962608,192,10.2,2.5,5,4,7.7,Automatic,93,COMPACT,1.22,10,19,4.9,Gas,33
250,69.47250583,207,13.2,2.4,14,4,11.5,Manual,81,MINICOMPACT,1.4,10,19,6.5,Petrol,37
251,58.75896001,284,21,3.6,13,6,14.3,Automatic,168,FULL-SIZE,1.45,10,21,13.9,Petrol,25
252,94.4550293,180,7.6,1.8,5,4,6.4,Manual,89,SUV - SMALL,1.24,10,21,10.7,Petrol,26
253,82.15724961,173,6.4,1.6,15,4,9.4,Automatic,86,MID-SIZE,1.42,10,16,5.7,Petrol,60
254,53.26518748,227,19.4,2.1,5,6,11.6,Automatic,172,MID-SIZE,1.52,10,19,10.3,Petrol,27
255,57.16707366,260,21.1,2,5,6,10.1,Automatic,164,MID-SIZE,1.47,10,18,8.7,Petrol,28
256,98.23220063,292,15,2.1,4,4,8,Automatic,90,MID-SIZE,1.41,10,16,8.5,Gas,25
257,88.27516886,189,7.3,1.8,5,4,4.8,Automatic,87,COMPACT,1.38,10,11,5.4,Petrol,50
258,75.63586404,172,7.8,1.7,5,4,10.4,Automatic,101,COMPACT,1.31,10,16,5.6,Petrol,39
259,72.52790794,416,23.1,5.9,14,8,25.8,Automatic,335,VAN - CARGO,1.62,10,22,13.5,Petrol,11
260,85.72750685,298,22.9,4.8,5,8,22.3,Automatic,320,SUV - SMALL,1.39,10,21,16.7,Petrol,13
261,55.660884,333,23.9,5.6,5,8,23.1,Automatic,328,MID-SIZE,1.45,10,19,13.6,Gas,16
263,119.6782466,273,16.8,1.8,2,4,9,Manual,113,TWO-SEATER,1.56,10,16,6.8,Gas,39
264,69.94270541,273,11.7,3.6,11,6,15.8,Automatic,162,MID-SIZE,0.96,10,21,13,Petrol,23
265,76.03010364,275,11.3,3.2,5,4,14,Automatic,109,COMPACT,1.51,10,17,10.3,Gas,31
266,62.06081328,419,17.3,6.2,5,8,23.6,Automatic,294,MID-SIZE,1.44,10,25,11.3,Gas,31
267,105.5445735,319,11,2.3,15,4,9.8,Automatic,112,FULL-SIZE,1.29,10,21,6.7,Petrol,27
268,107.2043633,183,12.5,2.3,4,4,9.2,Manual,83,MINICOMPACT,1.53,10,25,5.5,Petrol,50
269,112.0689643,234,13.1,2.5,5,6,15.5,Automatic,169,MID-SIZE,1.47,10,19,9.4,Gas,22
270,59.77387895,348,22.3,5.4,5,8,18.2,Automatic,344,FULL-SIZE,1.66,10,23,20.5,Gas,14
271,56.50438109,426,23.3,4.7,3,8,19.8,Automatic,351,VAN - CARGO,1.51,10,27,18.4,Petrol,13
272,76.48277456,307,11.4,3.7,7,6,14.7,Automatic,162,SUV - STANDARD,1.48,10,18,8.9,Gas,19
273,71.94652365,185,6.2,1.3,16,4,7.5,Manual,66,STATION WAGON - SMALL,1.43,10,17,6.4,Petrol,39
274,75.31236361,335,25.9,4.3,14,8,21.4,Automatic,274,SUBCOMPACT,1.54,10,16,13.2,Gas,14
275,64.4059373,233,8.6,1.6,4,6,10.2,Automatic,165,MINICOMPACT,1.27,10,17,9.1,Gas,33
276,96.72798572,320,14.4,4.9,7,12,13.7,Automatic,238,VAN - CARGO,1.51,10,23,14.6,Petrol,20
277,67.18516424,279,14.6,3.2,5,6,10.9,Automatic,156,SUV - STANDARD,1.35,10,19,12.8,Petrol,27
278,63.63255535,380,25.4,3.6,14,8,17.9,Automatic,378,VAN - PASSENGER,1.26,10,24,13.4,Petrol,16
279,59.56301118,310,11.3,4.6,5,8,12.1,Automatic,205,MID-SIZE,1.5,10,17,8.2,Gas,22
280,102.5398802,351,20.7,4.6,5,8,11,Automatic,226,MID-SIZE,1.48,10,16,10.9,Gas,18
281,70.04924955,213,10.6,1.7,7,6,12.6,Automatic,170,SUV - SMALL,1.36,10,17,9.2,Gas,29
282,63.09073071,304,15.7,4.4,5,8,11.8,Automatic,249,COMPACT,1.63,10,19,8.3,Gas,18
283,98.20061013,245,12.1,2,2,4,9.9,Automatic,80,SUV - SMALL,1.34,10,22,8.1,Petrol,29
284,78.66320464,323,12.7,2.7,5,4,8.9,Manual,94,SUV - SMALL,1.42,10,17,5.3,Petrol,19
285,76.14639213,263,10.7,3.4,2,6,8.7,Automatic,159,TWO-SEATER,1.56,10,17,9.9,Gas,23
286,72.4249242,233,21.4,3.5,8,6,12.7,Automatic,144,FULL-SIZE,1.61,10,19,12.9,Petrol,22
287,94.9619291,244,7.7,1.6,5,4,9.3,Manual,98,SUBCOMPACT,1.28,10,21,5.9,Petrol,37
288,94.00604062,258,10.4,2.1,5,4,6.2,Manual,96,COMPACT,1.45,10,20,7.9,Petrol,33
289,171.6334063,169,10.6,1.9,4,6,7.9,Manual,161,SUBCOMPACT,1.44,10,16,7.8,Gas,23
290,86.55647337,240,9.8,1.9,5,4,6.6,Automatic,103,COMPACT,1.25,10,18,7.9,Petrol,60
291,63.25523188,200,12.1,5.2,5,6,12.4,Automatic,135,PICKUP TRUCK - STANDARD,1.47,10,19,10.9,Gas,22
292,68.24417073,253,11.5,1.7,7,6,11.1,Automatic,194,SUV - STANDARD,1.33,10,18,9.4,Gas,22
293,73.54885728,183,12.8,3.6,5,4,9.7,Automatic,108,COMPACT,1.56,10,18,7.7,Gas,30
294,71.41460726,243,10.4,2.3,2,6,9.4,Automatic,151,TWO-SEATER,1.24,10,17,9.2,Gas,32
295,94.93109904,257,13.7,2.3,5,4,12.9,Automatic,114,SUV - SMALL,1.26,10,18,8.5,Petrol,28
296,92.40092202,218,13.1,2.6,5,6,11.3,Automatic,162,PICKUP TRUCK - STANDARD,1.37,10,19,6.6,Petrol,32
297,73.97222007,230,8.4,2,4,6,11.7,Automatic,147,MINICOMPACT,1.43,10,19,8.8,Gas,25
298,71.06858834,278,10.6,3.4,4,6,7.4,Automatic,155,MINICOMPACT,1.41,10,17,6.4,Diesel,23
299,99.05107343,213,8,2.7,5,4,8,Automatic,101,COMPACT,1.48,10,18,5.4,Petrol,36
300,78.4848446,200,5,2.1,13,4,7.2,Automatic,115,COMPACT,1.38,10,21,5.9,Petrol,40
301,96.6562021,244,11.2,1.6,5,4,6.8,Manual,87,COMPACT,1.59,10,15,7.9,Gas,33
302,67.60894703,345,14.4,3.9,2,8,14.5,Automatic,186,SUV - STANDARD,1.52,10,19,13.8,Gas,23
303,68.93043204,275,9.3,2.2,12,4,11.2,Automatic,111,COMPACT,1.36,10,19,6.7,Petrol,28
304,100.9067083,222,15.7,2.5,13,4,8.9,Automatic,109,SUV - SMALL,1.34,10,18,6.5,Petrol,50
305,102.1585039,226,6.8,2.3,5,4,8.3,Manual,83,STATION WAGON - SMALL,1.39,10,19,9,Petrol,33
306,112.9319535,182,7.6,1.8,5,4,6.2,Automatic,86,COMPACT,1.33,10,16,6.2,Petrol,37
307,116.8489028,269,11,1.8,5,4,8.4,Manual,92,SUBCOMPACT,1.37,10,20,7.5,Petrol,26
308,63.88682968,147,8.1,2.2,5,4,9.1,Automatic,99,MID-SIZE,1.64,10,18,7.3,Gas,33
309,66.8271272,364,21.2,5.6,16,11,17.7,Automatic,378,PICKUP TRUCK - STANDARD,1.08,10,20,13.2,Petrol,18
310,68.49637106,256,14.1,2.9,4,8,12.4,Automatic,146,MINICOMPACT,1.38,10,16,8.1,Gas,27
311,74.94662277,349,12.9,3.3,7,6,20.2,Automatic,378,SUV - STANDARD,1.37,10,25,18.7,Petrol,13
312,101.1760355,255,15.4,3.5,5,4,10.9,Automatic,112,SUV - SMALL,1.37,10,21,7.7,Petrol,25
313,62.36101723,214,10.8,1.5,4,6,8.2,Automatic,167,SUBCOMPACT,1.3,10,18,8.3,Gas,30
314,77.35125701,195,8,1.9,5,4,7.2,Manual,71,MID-SIZE,1.45,10,17,7.5,Diesel,34
315,95.9189671,306,8.5,3.4,2,6,10,Manual,159,TWO-SEATER,1.5,10,16,10.9,Gas,27
316,192.4059144,166,5.9,1.6,2,4,7.5,Manual,96,SUBCOMPACT,1.29,10,16,6.2,Petrol,39
317,63.23677513,296,10.7,3.5,5,6,10.2,Automatic,180,FULL-SIZE,1.63,10,19,8.4,Gas,18
318,150.4770338,199,11.3,2.3,5,4,9.9,Automatic,111,FULL-SIZE,1.51,10,17,8.1,Petrol,35
319,55.41640847,196,14.6,1.6,13,4,6.3,Automatic,86,COMPACT,1.47,10,16,6.5,Petrol,38
320,91.70439552,211,10.8,2.3,5,4,7,Automatic,94,MID-SIZE,1.28,10,17,9.5,Petrol,29
321,56.94266442,429,19.7,4.1,7,8,21.9,Automatic,289,SUBCOMPACT,1.49,10,25,11.6,Gas,24
322,64.72234597,204,10.3,3.5,7,6,14.7,Automatic,161,FULL-SIZE,1.54,10,19,9.3,Petrol,24
323,116.5356252,273,12.3,2.5,17,6,11,Automatic,100,SUV - SMALL,1.24,10,17,7.5,Petrol,30
324,87.91764758,302,13,3.2,5,4,10,Automatic,182,SUV - SMALL,1.25,10,22,12.7,Petrol,23
325,52.76117881,149,5.2,2.4,5,6,7.1,Automatic,92,MID-SIZE,1.38,10,17,7.5,Petrol,60
326,93.98731318,283,10.2,5.4,5,4,9.9,Manual,115,COMPACT,1.38,10,21,8.7,Petrol,30
327,63.01352192,341,30.2,5.5,15,8,25.7,Automatic,322,VAN - CARGO,1.51,10,23,11.8,Petrol,17
328,97.82796111,310,13.7,3.4,17,12,12.9,Automatic,270,PICKUP TRUCK - STANDARD,1.32,10,24,13.3,Petrol,18
329,94.36042417,230,11.5,2.9,5,6,7.4,Automatic,88,MID-SIZE,1.37,10,17,9.3,Diesel,23
330,74.90621009,210,14.2,3.5,5,4,8.6,Automatic,110,MID-SIZE,1.6,10,18,7.9,Gas,29
331,76.4542967,394,22.9,3.4,7,8,14.3,Automatic,293,VAN - CARGO,1.42,10,25,10.2,Petrol,14
332,178.5195193,238,10.6,1.5,2,4,7.8,Manual,116,SUBCOMPACT,1.37,10,18,7,Gas,29
333,107.5628032,248,17.2,3.5,5,6,9.2,Automatic,165,COMPACT,1.23,10,19,10.1,Petrol,22
334,78.90505416,263,10.3,4.8,5,8,17.4,Automatic,269,FULL-SIZE,1.67,10,19,9.6,Gas,22
335,66.52763335,212,8.7,1.3,5,4,8.6,Automatic,100,MID-SIZE,1.3,10,19,7.8,Petrol,31
336,63.93994896,249,10.5,3.4,7,6,7.1,Automatic,164,MINICOMPACT,1.23,10,17,10.2,Gas,27
337,67.03174868,258,11.3,3.6,5,4,11.4,Automatic,254,MID-SIZE,1.61,10,19,9.1,Gas,28
338,67.19752273,190,6.5,2.8,5,6,8.2,Automatic,168,FULL-SIZE,1.41,10,17,6.9,Petrol,33
339,87.49612142,295,10,2.4,5,4,9.6,Automatic,112,COMPACT,1.5,10,17,9.8,Gas,20
340,84.21486823,149,7.2,2.1,13,4,6.8,Automatic,87,SUV - SMALL,1.31,10,17,5.5,Petrol,39
341,63.64413031,237,13.2,3.2,2,6,11.3,Automatic,135,TWO-SEATER,1.36,10,17,7.4,Gas,32
342,99.66285529,227,12.2,3.7,5,6,9.4,Automatic,97,COMPACT,1.32,10,18,9.5,Petrol,20
343,88.59767451,437,29,6.9,7,8,23.4,Automatic,344,SUV - STANDARD,1.45,10,24,14.9,Petrol,12
344,150.1085367,197,14.8,1.9,5,4,12,Automatic,94,PICKUP TRUCK - STANDARD,1.31,10,19,9,Petrol,26
345,104.3337492,264,10.5,1.9,4,4,8.9,Manual,74,MINICOMPACT,1.37,10,20,8.5,Petrol,24
346,74.03335097,288,11.1,3.8,5,6,9.2,Automatic,180,MID-SIZE,1.47,10,18,9.5,Gas,24
347,85.40461404,275,13.6,2,4,6,12.4,Automatic,170,FULL-SIZE,1.51,10,19,10.2,Petrol,24
348,115.270489,252,7.9,2.3,5,4,9.7,Automatic,99,TWO-SEATER,1.39,10,17,7.6,Gas,39
349,57.79780495,346,19.3,5,7,8,25.2,Automatic,246,SUV - STANDARD,1.45,10,24,13.2,Petrol,19
350,62.53239895,271,10,3.4,15,6,10.3,Automatic,172,TWO-SEATER,1.18,10,16,9.7,Petrol,31
351,61.64941581,196,9.7,2.6,5,6,11.4,Automatic,144,FULL-SIZE,1.71,10,19,8.4,Gas,30
352,94.17617497,359,16.9,5.2,2,8,19.2,Automatic,279,TWO-SEATER,1.5,10,19,15.1,Gas,16
353,93.75456481,172,5.4,1.8,5,4,6.1,Automatic,83,MID-SIZE,1.11,10,13,5.4,Petrol,43
354,70.51552237,420,18.5,4.5,2,8,15.9,Automatic,201,TWO-SEATER,1.41,10,21,13.1,Gas,15
355,70.40638862,370,21.1,6.4,5,8,12.9,Automatic,286,PICKUP TRUCK - STANDARD,1.37,10,19,10.8,Gas,17
356,96.44967396,303,11,3.2,4,6,8.1,Automatic,156,SUBCOMPACT,1.44,10,17,7.3,Gas,21
357,73.92536085,310,22.6,5.3,5,8,14.4,Automatic,199,SUV - STANDARD,1.28,10,18,12.3,Gas,11
358,105.2730192,223,17.6,1.9,4,6,7.5,Manual,162,MID-SIZE,1.67,10,17,11.8,Gas,24
359,96.89151673,195,8,2.2,16,4,8.9,Manual,82,COMPACT,1.31,10,18,6.3,Petrol,60
360,101.544629,267,10.8,2.1,16,4,10.9,Manual,83,COMPACT,1.24,10,22,9.5,Petrol,44
361,69.50051067,197,13.2,3.8,11,6,13.8,Automatic,290,PICKUP TRUCK - STANDARD,1.66,10,19,13.6,Petrol,17
362,120.6764082,299,12.1,2,5,4,8.6,Automatic,112,STATION WAGON - SMALL,1.49,10,17,6.8,Petrol,27
363,90.94301469,218,10.3,1.8,5,4,8.4,Automatic,112,COMPACT,1.34,10,21,7.9,Gas,31
364,110.298372,240,12.3,2,5,4,8.2,Manual,89,COMPACT,1.51,10,18,7.2,Gas,44
365,71.60193735,269,14,4.2,5,8,10.8,Manual,184,COMPACT,1.55,10,15,11.4,Gas,24
366,107.2437486,235,11.3,2.4,5,4,5.5,Automatic,112,COMPACT,1.56,10,19,5.7,Gas,43
367,61.71601468,224,4.6,1.7,5,4,7.7,Automatic,71,MID-SIZE,1.45,10,16,7.1,Gas,24
368,71.22071431,312,14.6,3.4,5,6,17,Automatic,172,MID-SIZE,1.53,10,18,10.1,Gas,16
369,66.75270214,302,18.3,4,2,8,16.1,Automatic,219,MID-SIZE,1.63,10,17,11.4,Gas,21
370,95.32811253,215,9.4,1.9,5,4,8,Automatic,117,MID-SIZE,1.12,10,18,10.3,Gas,32
371,60.04525753,198,16.6,3.7,7,6,10.6,Automatic,163,MID-SIZE,1.58,10,19,10.1,Petrol,23
372,86.83399028,237,7.9,1.8,5,4,8.7,Automatic,86,MID-SIZE,1.42,10,18,7.3,Diesel,36
373,83.53871692,315,14.9,4.7,5,4,11.5,Automatic,244,MID-SIZE,1.57,10,18,7.8,Gas,36
374,62.06053586,180,9.1,1.5,5,4,7.1,Manual,91,MID-SIZE,1.3,10,17,6.1,Petrol,37
375,80.92142234,263,9.1,2,5,4,10.5,Automatic,105,STATION WAGON - SMALL,1.25,10,20,8.8,Petrol,36
376,62.76836054,226,11.7,2,5,4,9.5,Automatic,97,MID-SIZE,1.28,10,17,8.6,Gas,27
377,68.74830164,189,8.9,1.8,5,4,6.4,Automatic,87,COMPACT,1.38,10,15,4.9,Diesel,40
378,104.9269872,258,9.6,1.8,4,4,7.5,Automatic,97,MINICOMPACT,1.19,10,15,7.8,Gas,36
379,69.15602564,186,12.5,3.6,7,6,15,Automatic,162,FULL-SIZE,1.55,10,23,14.4,Petrol,24
380,55.38882661,443,19.1,4.8,2,8,24.6,Automatic,331,COMPACT,1.65,10,19,12.8,Gas,18
381,48.12717815,163,10,1.2,5,4,7.5,Automatic,109,FULL-SIZE,1.55,10,16,8.7,Petrol,36
382,57.01058183,282,21,2.5,5,6,10.4,Automatic,157,COMPACT,1.58,10,17,9.1,Gas,31
383,65.2966749,255,12.2,4.8,5,8,17.5,Automatic,234,PICKUP TRUCK - STANDARD,1.32,10,16,13.7,Petrol,22
384,92.58388683,217,23.2,4.9,5,8,11.7,Manual,269,MID-SIZE,1.49,10,20,12.1,Gas,20
385,98.06909692,256,10.2,1.9,16,4,8.7,Automatic,100,COMPACT,1.25,10,21,8.7,Petrol,32
386,71.15932541,301,12.7,3.7,5,6,11.1,Automatic,273,SUV - STANDARD,1.34,10,26,9.9,Gas,27
387,59.25187451,237,10,2.2,5,4,10.5,Automatic,166,MID-SIZE,1.3,10,17,7.8,Gas,28
388,60.65933525,312,11.7,3.7,5,6,12.4,Automatic,166,SUV - STANDARD,1.42,10,17,10.8,Gas,21
389,71.84412587,186,12.5,1.9,5,4,7.8,Automatic,87,MID-SIZE,1.61,10,19,7.1,Gas,35
390,94.70478782,293,14.5,2.1,5,4,7.9,Automatic,89,SUBCOMPACT,1.42,10,19,7.6,Gas,26
391,74.11197825,227,11.3,2.4,4,6,8.6,Manual,146,COMPACT,1.24,10,17,8.4,Gas,28
392,103.6769676,249,9.8,1.3,5,4,9.1,Manual,95,STATION WAGON - SMALL,1.4,10,17,9.4,Petrol,36
393,71.92016944,195,17.7,5.7,5,8,11.7,Automatic,269,COMPACT,1.38,10,19,9.4,Gas,29
394,69.32678487,264,17.9,3.8,5,10,20.1,Automatic,307,MID-SIZE,1.57,10,16,9.8,Gas,28
395,62.86086371,381,14.7,6.4,5,8,13.1,Automatic,305,VAN - PASSENGER,1.54,10,14,9.7,Gas,25
396,95.84979751,175,7.5,1.5,5,4,9.2,Automatic,97,PICKUP TRUCK - STANDARD,1.63,10,18,4.9,Petrol,41
397,57.62711542,179,20.5,3.4,5,6,11.1,Automatic,163,COMPACT,1.41,10,18,9.2,Gas,23
398,107.7356549,285,11.6,2.7,5,11,8.4,Automatic,246,PICKUP TRUCK - STANDARD,1.37,10,17,11.9,Gas,24
399,69.93175797,304,19.2,4.1,5,8,16,Automatic,271,FULL-SIZE,1.65,10,19,13.9,Gas,17
400,61.60643948,276,9.7,4.8,14,4,10.3,Automatic,284,COMPACT,1.11,10,21,10.4,Petrol,19
401,93.35100595,395,14.5,5.5,14,8,24.1,Automatic,339,PICKUP TRUCK - STANDARD,1.32,10,26,11.8,Petrol,19
402,86.9835329,210,7.5,1.8,5,4,6.2,Automatic,97,MID-SIZE,1.55,10,18,6.3,Diesel,37
403,212,227,10.3,1.4,5,4,9.8,Automatic,122,MINICOMPACT,1.31,10,20,5.1,Gas,40
404,68.33713624,262,14,3.1,5,6,12.5,Automatic,166,COMPACT,1.57,10,19,9.1,Gas,23
405,94.69431851,232,9.1,1.7,13,4,8.4,Automatic,80,COMPACT,1.34,10,18,6.9,Gas,31
406,83.46735741,230,9.5,1.5,4,4,11.3,Automatic,104,SUV - SMALL,1.32,10,18,7.8,Petrol,29
407,121.6575624,225,8.8,3.7,5,4,9.2,Automatic,83,MID-SIZE,0.87,10,17,6.6,Diesel,30
408,64.46243662,415,18.9,3.7,2,8,17.3,Automatic,261,TWO-SEATER,1.67,10,19,14.4,Gas,20
409,108.7010864,307,13.4,3.5,5,4,9.2,Manual,259,MID-SIZE,1.47,10,17,9.3,Gas,22
410,101.6725361,207,13.2,2.6,5,4,12.5,Automatic,112,SUV - SMALL,1.27,10,21,9.4,Petrol,21
411,77.49708915,177,6.6,2.4,5,4,9.3,Manual,111,MID-SIZE,1.49,10,15,6.2,Petrol,35
412,64.4986813,299,22.4,3.9,7,6,17.9,Automatic,378,COMPACT,1.44,10,23,11.7,Petrol,17
413,70.16796686,225,10.2,3.7,5,6,12.6,Automatic,155,MINICOMPACT,1.39,10,18,8.5,Gas,32
414,74.22839788,259,7.2,1.4,5,4,8.5,Manual,122,MID-SIZE,1.5,10,17,8.1,Petrol,28
415,59.86388818,160,7.1,1.4,5,4,5.7,Automatic,66,COMPACT,1.35,10,16,4.9,Gas,40
416,88.86145368,249,10.2,2.3,5,4,10.3,Automatic,123,COMPACT,1.49,10,19,6.5,Petrol,29
417,65.36778699,408,23.5,5,16,8,25.6,Automatic,375,SUV - STANDARD,1.41,10,21,13.3,Petrol,21
418,103.0128803,233,11.9,1.9,5,4,6,Automatic,115,SUBCOMPACT,1.41,10,17,8.1,Gas,27
419,62.75183131,281,14.1,1.8,5,6,9.3,Automatic,261,MID-SIZE,1.54,10,19,10.5,Petrol,30
420,71.55470248,405,21.3,3.5,5,8,14.9,Automatic,225,COMPACT,1.71,10,26,12.2,Gas,23
421,88.72262275,244,9.9,1.6,5,4,7.5,Manual,70,MID-SIZE,1.44,10,15,6.5,Petrol,30
422,63.8061655,277,11,4.9,5,8,10.6,Automatic,227,COMPACT,1.49,10,20,9.4,Gas,30
423,61.66850831,377,10.8,4,4,8,11.7,Automatic,287,MINICOMPACT,1.42,10,16,10.3,Gas,23
424,59.19074824,342,23.7,5.6,18,8,25.8,Automatic,307,VAN - PASSENGER,1.36,10,23,13.1,Petrol,12
425,88.09029381,185,6.2,2.1,5,4,5.7,Automatic,94,MID-SIZE,1.43,10,14,5.2,Petrol,35
426,86.87333349,125,7.5,2,15,4,7.1,Manual,86,COMPACT,1.34,10,13,4.9,Petrol,31
427,58.83248121,289,17.7,4.9,5,8,17.9,Automatic,271,MID-SIZE,1.69,10,19,11.5,Gas,22
428,72.32893282,188,7.9,1.7,5,4,5.9,Automatic,82,COMPACT,1.21,10,19,7.4,Diesel,39
429,102.8338853,247,14,4.7,5,6,9.7,Automatic,113,MID-SIZE,1.61,10,17,7.7,Gas,21
430,58.54649999,190,10.7,3.6,5,6,12.3,Automatic,180,SUV - SMALL,1.38,10,15,9,Gas,32
431,71.99782194,189,9.1,3.8,5,6,12.6,Automatic,162,MID-SIZE,1.55,10,18,9.4,Petrol,28
432,71.8936912,245,15.3,2.2,5,6,7.2,Automatic,163,COMPACT,1.47,10,17,11.4,Gas,28
433,66.67117135,266,10.9,3.6,5,6,10.4,Automatic,163,SUV - SMALL,1.18,10,18,8.6,Gas,19
434,80.97836491,317,14.3,3,5,6,12.9,Automatic,163,MID-SIZE,1.49,10,19,7.5,Gas,19
435,70.09285377,272,12.3,2.2,5,6,11.3,Automatic,178,MID-SIZE,1.44,10,18,13,Petrol,29
436,176.8230028,214,7.1,1.3,5,4,9.3,Manual,69,COMPACT,1.39,10,18,8.6,Petrol,28
437,96.56291735,425,21.1,6.3,5,8,15.4,Automatic,326,MID-SIZE,1.55,10,24,15.5,Gas,15
438,62.23824066,263,13.1,3.7,5,6,17,Automatic,340,PICKUP TRUCK - STANDARD,1.26,10,23,13.9,Petrol,15
439,71.00119569,257,12.7,3.1,5,4,12,Automatic,168,COMPACT,1.63,10,18,10.1,Petrol,24
440,48.46608843,367,20.5,5.2,5,8,18.5,Automatic,277,MID-SIZE,1.45,10,19,12.1,Petrol,19
441,47.27773181,238,13.4,3.5,5,6,13.5,Automatic,161,FULL-SIZE,1.53,10,18,8.6,Gas,22
442,86.29724213,386,20.8,4,2,8,11.2,Automatic,267,STATION WAGON - SMALL,1.36,10,21,7.7,Gas,26
443,54.83864767,360,18.5,5.3,2,8,20,Automatic,378,VAN - CARGO,1.41,10,27,13.9,Petrol,11
444,60.26348036,380,21.3,5.8,5,11,18.5,Automatic,259,FULL-SIZE,1.54,10,24,14.9,Gas,11
445,54.21061247,292,18.4,5.4,5,8,15.2,Automatic,271,FULL-SIZE,1.55,10,17,7.1,Gas,24
446,59.51535664,335,18.7,5.2,5,8,17,Automatic,227,MID-SIZE,1.53,10,25,7.6,Gas,23
447,60.07522113,328,22.5,5.2,5,8,13.6,Automatic,174,MID-SIZE,1.31,10,17,9.9,Gas,23
448,94.73186766,212,8.4,3.7,5,4,11.1,Automatic,104,COMPACT,1.59,10,17,6.6,Gas,32
449,71.73701728,226,10.9,3.6,7,6,9.8,Automatic,161,COMPACT,1.27,10,19,9.8,Gas,20
450,73.23125127,283,8.4,1.7,5,6,12.2,Automatic,164,MID-SIZE,1.52,10,19,8.9,Petrol,30
451,87.69523556,168,7.4,1.8,5,4,7.7,Automatic,86,COMPACT,1.21,10,17,5.6,Gas,34
452,110.0699116,230,9.8,1.6,5,4,10.9,Automatic,87,SUV - SMALL,1.38,10,21,6.8,Petrol,30
453,74.33583589,191,6.3,1.5,5,4,11.1,Automatic,103,PICKUP TRUCK - STANDARD,1.27,10,17,6.7,Petrol,47
454,71.9737298,211,10,2.2,5,4,7.3,Automatic,89,COMPACT,1.31,10,17,14.9,Petrol,19
455,69.52684263,234,11.6,3.4,17,6,18.1,Automatic,187,FULL-SIZE,1.33,10,25,12,Petrol,19
456,99.66912073,228,12.3,5.4,14,11,18.1,Automatic,299,PICKUP TRUCK - STANDARD,1.26,10,23,13.2,Petrol,21
457,85.20407387,272,15.2,3.4,13,6,12.8,Automatic,185,PICKUP TRUCK - STANDARD,1.29,10,22,8.3,Petrol,24
458,87.63458634,197,9.3,2.4,5,4,7.6,Automatic,70,MID-SIZE,1.31,10,17,6.8,Diesel,32
459,66.9066073,233,10.3,5.5,5,6,15.1,Automatic,154,MID-SIZE,1.61,10,19,12,Diesel,29
460,61.74008288,244,9.9,3.2,4,6,11.5,Automatic,161,MINICOMPACT,1.54,10,18,8.3,Gas,31
461,61.4583524,320,16,5.4,5,8,19,Manual,279,VAN - PASSENGER,1.35,10,22,12.6,Petrol,23
462,135.6541274,178,9.7,1.4,5,4,6.7,Manual,58,COMPACT,1.3,10,13,5.9,Petrol,35
463,66.65037495,260,10.2,2.9,5,6,12.9,Automatic,165,PICKUP TRUCK - STANDARD,1.41,10,17,8.7,Petrol,24
464,87.74132774,228,12.5,1.7,15,4,11.5,Manual,90,TWO-SEATER,1.39,10,18,7.1,Petrol,34
465,62.36580183,317,19.8,6.9,11,6,17.7,Automatic,310,PICKUP TRUCK - STANDARD,1.38,10,24,14.9,Petrol,23
